URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/cda/stds/core/ValueSet/BinaryDataEncoding,2.0.3-sd,draft,,BinaryDataEncoding,CDABinaryDataEncoding,"Identifies the representation of binary data in a text field","StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-prelevement,StructureDefinition/fr-cda-statut-du-probleme,StructureDefinition/fr-cda-statut,StructureDefinition/fr-cda-statut-clinique-du-patient,StructureDefinition/fr-cda-evaluation,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-dicom-sop-instance-observation-subordonnee,StructureDefinition/fr-cda-traitement-dispense,StructureDefinition/fr-cda-dicom-technique-imagerie,StructureDefinition/fr-cda-resultat,StructureDefinition/fr-cda-dicom-observation-subordonnee,StructureDefinition/fr-cda-dicom-administration-radiopharmaceutique,StructureDefinition/fr-cda-transport-du-patient,StructureDefinition/fr-cda-observation-sur-echelle-douleur,StructureDefinition/fr-cda-type-document-attache,StructureDefinition/fr-cda-organisme-assurance-maladie,StructureDefinition/fr-cda-dicom-observation,StructureDefinition/fr-cda-simple-observation,StructureDefinition/fr-cda-criticite,StructureDefinition/fr-cda-vaccin-recommande,StructureDefinition/fr-cda-signe-vital-observe,StructureDefinition/fr-cda-acte,StructureDefinition/fr-cda-synthese-medicale-sejour,StructureDefinition/fr-cda-evaluation-composant-n2,StructureDefinition/fr-cda-recherche-de-micro-organismes,StructureDefinition/fr-cda-dispositif-medical,StructureDefinition/fr-cda-dicom-quantite-subordonnee,StructureDefinition/fr-cda-transport-du-professionnel,StructureDefinition/fr-cda-dicom-administration-produit-de-sante,StructureDefinition/fr-cda-batterie-examens-de-biologie-medicale,StructureDefinition/fr-cda-directive-anticipee,StructureDefinition/fr-cda-transfusion-de-produits-sanguins,StructureDefinition/fr-cda-en-rapport-avec-accident-travail,StructureDefinition/fr-cda-modalite-sortie,StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-modalite-entree,StructureDefinition/fr-cda-document-attache,StructureDefinition/fr-cda-severite,StructureDefinition/fr-cda-rencontre,StructureDefinition/fr-cda-certitude,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-resultat-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-cda-commentaire-er,StructureDefinition/fr-cda-accidents-transfusionnels,StructureDefinition/fr-cda-evenement-indesirable-pendant-hospitalisation,StructureDefinition/fr-cda-notes-du-dispensateur,StructureDefinition/fr-cda-en-rapport-avec-ald,StructureDefinition/fr-cda-references-externes,StructureDefinition/fr-cda-antecedent-familial-observe,StructureDefinition/fr-cda-vaccination,StructureDefinition/fr-cda-non-remboursable,StructureDefinition/fr-cda-traitement,StructureDefinition/fr-cda-evaluation-composant,StructureDefinition/fr-cda-dicom-sop-instance-observation,StructureDefinition/fr-cda-probleme,StructureDefinition/fr-cda-evenement,StructureDefinition/fr-cda-evenement-indesirable-suite-administration-derives-sang,StructureDefinition/fr-cda-administration-de-derives-du-sang,StructureDefinition/fr-cda-statut-document,StructureDefinition/fr-cda-demande-d-examen-ou-de-suivi,StructureDefinition/fr-cda-produit-de-sante,StructureDefinition/fr-cda-en-rapport-avec-la-prevention","hl7.cda.uv.core"
http://hl7.org/cda/stds/core/ValueSet/CDAActClass,2.0.3-sd,draft,,CDAActClass,CDAActClass,"A code specifying the major type of Act that this Act-instance represents.","StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-dicom-administration-radiopharmaceutique,StructureDefinition/fr-cda-clinical-document,StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-reference-item-prescription,StructureDefinition/fr-cda-authorization,StructureDefinition/fr-cda-rencontre,StructureDefinition/fr-cda-dose-antigene,StructureDefinition/fr-cda-traitement,StructureDefinition/fr-cda-vaccination,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-service-event,StructureDefinition/fr-cda-encompassing-encounter,StructureDefinition/fr-cda-vaccin-recommande,StructureDefinition/fr-cda-evenement,StructureDefinition/fr-cda-item-plan-traitement,StructureDefinition/fr-cda-reference-item-plan-traitement,StructureDefinition/fr-cda-order,StructureDefinition/fr-cda-dicom-administration-produit-de-sante","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAActClassObservation,2.0.3-sd,draft,,CDAActClassObservation,CDAActClassObservation,"An act that is intended to result in new information about a subject. The main difference between Observations and other Acts is that Observations have a value attribute.","StructureDefinition/fr-cda-dicom-cadres-a-afficher,StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-instruction-au-patient,StructureDefinition/fr-cda-dicom-cadres-references,StructureDefinition/fr-cda-statut-du-probleme,StructureDefinition/fr-cda-statut,StructureDefinition/fr-cda-statut-clinique-du-patient,StructureDefinition/fr-cda-evaluation,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-dicom-sop-instance-observation-subordonnee,StructureDefinition/fr-cda-image-illustrative,StructureDefinition/fr-cda-resultat,StructureDefinition/fr-cda-dicom-observation-subordonnee,StructureDefinition/fr-cda-dicom-objectifs-de-reference,StructureDefinition/fr-cda-observation-sur-echelle-douleur,StructureDefinition/fr-cda-effet-indesirable,StructureDefinition/fr-cda-type-document-attache,StructureDefinition/fr-cda-dicom-observation,StructureDefinition/fr-cda-simple-observation,StructureDefinition/fr-cda-imputabilite-effet-indesirable,StructureDefinition/fr-cda-criticite,StructureDefinition/fr-cda-signe-vital-observe,StructureDefinition/fr-cda-synthese-medicale-sejour,StructureDefinition/fr-cda-evaluation-composant-n2,StructureDefinition/fr-cda-item-plan-traitement,StructureDefinition/fr-cda-recherche-de-micro-organismes,StructureDefinition/fr-cda-dicom-quantite-subordonnee,StructureDefinition/fr-cda-directive-anticipee,StructureDefinition/fr-cda-transfusion-de-produits-sanguins,StructureDefinition/fr-cda-en-rapport-avec-accident-travail,StructureDefinition/fr-cda-evolution-effet-indesirable,StructureDefinition/fr-cda-modalite-sortie,StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-modalite-entree,StructureDefinition/fr-cda-dicom-quantite,StructureDefinition/fr-cda-document-attache,StructureDefinition/fr-cda-severite,StructureDefinition/fr-cda-certitude,StructureDefinition/fr-cda-habitus-mode-de-vie,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-resultat-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-cda-identification-micro-organismes-multiresistants,StructureDefinition/fr-cda-hors-amm,StructureDefinition/fr-cda-observation-sur-la-grossesse,StructureDefinition/fr-cda-gravite-effet-indesirable,StructureDefinition/fr-cda-accidents-transfusionnels,StructureDefinition/fr-cda-evenement-indesirable-pendant-hospitalisation,StructureDefinition/fr-cda-en-rapport-avec-ald,StructureDefinition/fr-cda-rang-de-la-vaccination,StructureDefinition/fr-cda-antecedent-familial-observe,StructureDefinition/fr-cda-non-remboursable,StructureDefinition/fr-cda-traitement,StructureDefinition/fr-cda-evaluation-composant,StructureDefinition/fr-cda-dicom-sop-instance-observation,StructureDefinition/fr-cda-probleme,StructureDefinition/fr-cda-evenement-indesirable-suite-administration-derives-sang,StructureDefinition/fr-cda-administration-de-derives-du-sang,StructureDefinition/fr-cda-statut-document,StructureDefinition/fr-cda-demande-d-examen-ou-de-suivi,StructureDefinition/fr-cda-en-rapport-avec-la-prevention","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAActMood,2.0.3-sd,draft,,CDAActMood,CDAActMood,"A code distinguishing whether an Act is conceived of as a factual statement or in some other manner as a command, possibility, goal, etc.","StructureDefinition/fr-cda-antecedents-medicaux,StructureDefinition/fr-cda-problemes-actifs,StructureDefinition/fr-cda-isolat-microbiologique,StructureDefinition/fr-cda-cr-bio-sous-chapitre,StructureDefinition/fr-cda-clinical-document,StructureDefinition/fr-cda-authorization,StructureDefinition/fr-cda-cr-bio-chapitre,StructureDefinition/fr-cda-facteurs-de-risque-professionnels-non-code,StructureDefinition/fr-cda-resultats-de-biologie-de-seconde-intention,StructureDefinition/fr-cda-document-pdf-copie,StructureDefinition/fr-cda-parent-document,StructureDefinition/fr-cda-historique-des-grossesses,StructureDefinition/fr-cda-raison-de-la-recommandation,StructureDefinition/fr-cda-image-illustrative,StructureDefinition/fr-cda-resultats-examens,StructureDefinition/fr-cda-statut-fonctionnel,StructureDefinition/fr-cda-allergies-et-hypersensibilites,StructureDefinition/fr-cda-naissance,StructureDefinition/fr-cda-dicom-demande-examen,StructureDefinition/fr-cda-dispensation-medicaments,StructureDefinition/fr-cda-signes-vitaux,StructureDefinition/fr-cda-encompassing-encounter,StructureDefinition/fr-cda-resultats-evenements,StructureDefinition/fr-cda-traitements,StructureDefinition/fr-cda-dicom-examen-comparatif,StructureDefinition/fr-cda-resultats-examens-non-code,StructureDefinition/fr-cda-dicom-resultats,StructureDefinition/fr-cda-antecedents-familiaux,StructureDefinition/fr-cda-section-signes-vitaux,StructureDefinition/fr-cda-section-antecedents-familiaux,StructureDefinition/fr-cda-batterie-examens-de-biologie-medicale,StructureDefinition/fr-cda-directive-anticipee,StructureDefinition/fr-cda-historique-de-la-grossesse,StructureDefinition/fr-cda-section-resultats,StructureDefinition/fr-cda-documents-ajoutes,StructureDefinition/fr-cda-document-attache,StructureDefinition/fr-cda-dicom-addendum,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-dicom-historique-medical,StructureDefinition/fr-cda-dicom-informations-cliniques,StructureDefinition/fr-cda-service-event,StructureDefinition/fr-dispositifs-medicaux,StructureDefinition/fr-cda-plan-de-soins,StructureDefinition/fr-cda-groupe-de-questionnaires-d-evaluation,StructureDefinition/fr-cda-resultats,StructureDefinition/fr-cda-statut-du-document,StructureDefinition/fr-cda-code-a-barres,StructureDefinition/fr-cda-fonctions-physiques,StructureDefinition/fr-cda-effets-indesirables,StructureDefinition/fr-cda-prescription-dispositifs-medicaux,StructureDefinition/fr-cda-references-externes,StructureDefinition/fr-cda-prescription-medicaments,StructureDefinition/fr-cda-commentaire-non-code,StructureDefinition/fr-cda-section-habitus-mode-de-vie,StructureDefinition/fr-cda-traitements-a-la-sortie,StructureDefinition/fr-cda-historique-des-actes,StructureDefinition/fr-cda-dicom-conclusion,StructureDefinition/fr-cda-probleme,StructureDefinition/fr-cda-dicom-object-catalog,StructureDefinition/fr-cda-points-de-vigilances-non-code,StructureDefinition/fr-cda-dicom-acte-imagerie,StructureDefinition/fr-cda-education-du-patient,StructureDefinition/fr-cda-vaccinations,StructureDefinition/fr-cda-raison-de-la-recommandation-non-code,StructureDefinition/fr-cda-traitements-administres,StructureDefinition/fr-cda-dicom-exposition-aux-radiations,StructureDefinition/fr-cda-dicom-complications","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAActMoodIntent,2.0.3-sd,draft,,CDAActMoodIntent,CDAActMoodIntent,"An intention or plan to perform a service.","StructureDefinition/fr-cda-order","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAActRelationshipType,2.0.3-sd,draft,,CDAActRelationshipType,CDAActRelationshipType,"A code specifying the meaning and purpose of every ActRelationship instance. Each of its values implies specific constraints to what kinds of Act objects can be related and in which way.","StructureDefinition/fr-cda-dicom-cadres-a-afficher,StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-instruction-au-patient,StructureDefinition/fr-cda-dicom-cadres-references,StructureDefinition/fr-cda-statut-du-probleme,StructureDefinition/fr-cda-statut,StructureDefinition/fr-cda-statut-clinique-du-patient,StructureDefinition/fr-cda-evaluation,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-dicom-sop-instance-observation-subordonnee,StructureDefinition/fr-cda-resultat,StructureDefinition/fr-cda-dicom-observation-subordonnee,StructureDefinition/fr-cda-dicom-objectifs-de-reference,StructureDefinition/fr-cda-observation-sur-echelle-douleur,StructureDefinition/fr-cda-effet-indesirable,StructureDefinition/fr-cda-type-document-attache,StructureDefinition/fr-cda-documentation-of,StructureDefinition/fr-cda-dicom-observation,StructureDefinition/fr-cda-simple-observation,StructureDefinition/fr-cda-imputabilite-effet-indesirable,StructureDefinition/fr-cda-criticite,StructureDefinition/fr-cda-signe-vital-observe,StructureDefinition/fr-cda-synthese-medicale-sejour,StructureDefinition/fr-cda-evaluation-composant-n2,StructureDefinition/fr-cda-item-plan-traitement,StructureDefinition/fr-cda-recherche-de-micro-organismes,StructureDefinition/fr-cda-dicom-quantite-subordonnee,StructureDefinition/fr-cda-directive-anticipee,StructureDefinition/fr-cda-transfusion-de-produits-sanguins,StructureDefinition/fr-cda-en-rapport-avec-accident-travail,StructureDefinition/fr-cda-evolution-effet-indesirable,StructureDefinition/fr-cda-modalite-sortie,StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-modalite-entree,StructureDefinition/fr-cda-dicom-quantite,StructureDefinition/fr-cda-severite,StructureDefinition/fr-cda-certitude,StructureDefinition/fr-cda-habitus-mode-de-vie,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-resultat-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-cda-identification-micro-organismes-multiresistants,StructureDefinition/fr-cda-hors-amm,StructureDefinition/fr-cda-observation-sur-la-grossesse,StructureDefinition/fr-cda-gravite-effet-indesirable,StructureDefinition/fr-cda-accidents-transfusionnels,StructureDefinition/fr-cda-evenement-indesirable-pendant-hospitalisation,StructureDefinition/fr-cda-en-rapport-avec-ald,StructureDefinition/fr-cda-rang-de-la-vaccination,StructureDefinition/fr-cda-antecedent-familial-observe,StructureDefinition/fr-cda-non-remboursable,StructureDefinition/fr-cda-traitement,StructureDefinition/fr-cda-evaluation-composant,StructureDefinition/fr-cda-dicom-sop-instance-observation,StructureDefinition/fr-cda-probleme,StructureDefinition/fr-cda-evenement-indesirable-suite-administration-derives-sang,StructureDefinition/fr-cda-administration-de-derives-du-sang,StructureDefinition/fr-cda-statut-document,StructureDefinition/fr-cda-demande-d-examen-ou-de-suivi,StructureDefinition/fr-cda-en-rapport-avec-la-prevention","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAActSubstanceAdministrationCode,2.0.3-sd,draft,,CDAActSubstanceAdministrationCode,CDAActSubstanceAdministrationCode,"Describes the type of substance administration being performed.","StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-dicom-administration-radiopharmaceutique,StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-reference-item-prescription,StructureDefinition/fr-cda-item-plan-traitement,StructureDefinition/fr-cda-reference-item-plan-traitement,StructureDefinition/fr-cda-dose-antigene,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-dicom-administration-produit-de-sante","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDACompressionAlgorithm,2.0.3-sd,draft,,CDACompressionAlgorithm,CDACompressionAlgorithm,"Type of compression algorithm used - limited to 4 concepts from original CDA definition","StructureDefinition/fr-cda-traitement-prescrit-subordonne,StructureDefinition/fr-cda-prelevement,StructureDefinition/fr-cda-statut-du-probleme,StructureDefinition/fr-cda-statut,StructureDefinition/fr-cda-statut-clinique-du-patient,StructureDefinition/fr-cda-evaluation,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-dicom-sop-instance-observation-subordonnee,StructureDefinition/fr-cda-traitement-dispense,StructureDefinition/fr-cda-dicom-technique-imagerie,StructureDefinition/fr-cda-resultat,StructureDefinition/fr-cda-dicom-observation-subordonnee,StructureDefinition/fr-cda-dicom-administration-radiopharmaceutique,StructureDefinition/fr-cda-transport-du-patient,StructureDefinition/fr-cda-observation-sur-echelle-douleur,StructureDefinition/fr-cda-type-document-attache,StructureDefinition/fr-cda-organisme-assurance-maladie,StructureDefinition/fr-cda-dicom-observation,StructureDefinition/fr-cda-simple-observation,StructureDefinition/fr-cda-criticite,StructureDefinition/fr-cda-vaccin-recommande,StructureDefinition/fr-cda-signe-vital-observe,StructureDefinition/fr-cda-acte,StructureDefinition/fr-cda-synthese-medicale-sejour,StructureDefinition/fr-cda-evaluation-composant-n2,StructureDefinition/fr-cda-recherche-de-micro-organismes,StructureDefinition/fr-cda-dispositif-medical,StructureDefinition/fr-cda-dicom-quantite-subordonnee,StructureDefinition/fr-cda-transport-du-professionnel,StructureDefinition/fr-cda-dicom-administration-produit-de-sante,StructureDefinition/fr-cda-batterie-examens-de-biologie-medicale,StructureDefinition/fr-cda-directive-anticipee,StructureDefinition/fr-cda-transfusion-de-produits-sanguins,StructureDefinition/fr-cda-en-rapport-avec-accident-travail,StructureDefinition/fr-cda-modalite-sortie,StructureDefinition/fr-cda-traitement-subordonne,StructureDefinition/fr-cda-modalite-entree,StructureDefinition/fr-cda-document-attache,StructureDefinition/fr-cda-severite,StructureDefinition/fr-cda-rencontre,StructureDefinition/fr-cda-certitude,StructureDefinition/fr-cda-traitement-prescrit,StructureDefinition/fr-cda-resultat-examens-de-biologie-element-clinique-pertinent,StructureDefinition/fr-cda-commentaire-er,StructureDefinition/fr-cda-accidents-transfusionnels,StructureDefinition/fr-cda-evenement-indesirable-pendant-hospitalisation,StructureDefinition/fr-cda-notes-du-dispensateur,StructureDefinition/fr-cda-en-rapport-avec-ald,StructureDefinition/fr-cda-references-externes,StructureDefinition/fr-cda-antecedent-familial-observe,StructureDefinition/fr-cda-vaccination,StructureDefinition/fr-cda-non-remboursable,StructureDefinition/fr-cda-traitement,StructureDefinition/fr-cda-evaluation-composant,StructureDefinition/fr-cda-dicom-sop-instance-observation,StructureDefinition/fr-cda-probleme,StructureDefinition/fr-cda-evenement,StructureDefinition/fr-cda-evenement-indesirable-suite-administration-derives-sang,StructureDefinition/fr-cda-administration-de-derives-du-sang,StructureDefinition/fr-cda-statut-document,StructureDefinition/fr-cda-demande-d-examen-ou-de-suivi,StructureDefinition/fr-cda-produit-de-sante,StructureDefinition/fr-cda-en-rapport-avec-la-prevention","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAContextControl,2.0.3-sd,draft,,CDAContextControl,CDAContextControl,"A code that specifies how an ActRelationship or Participation contributes to the context of an Act, and whether it may be propagated to descendent Acts whose association allows such propagation.","StructureDefinition/fr-cda-author,StructureDefinition/fr-cda-legal-authenticator,StructureDefinition/fr-cda-patient-avec-sujet-non-humain,StructureDefinition/fr-cda-isolat-microbiologique,StructureDefinition/fr-cda-informant-apsr,StructureDefinition/fr-cda-rencontre,StructureDefinition/fr-cda-prelevement,StructureDefinition/fr-cda-sujet-non-humain,StructureDefinition/fr-cda-organisme-assurance-maladie,StructureDefinition/fr-cda-informant,StructureDefinition/fr-cda-record-target,StructureDefinition/fr-cda-evaluation,StructureDefinition/fr-cda-participant-apsr,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-antecedents-familiaux,StructureDefinition/fr-cda-dispositif-medical,StructureDefinition/fr-cda-data-enterer,StructureDefinition/fr-cda-participant-entete,StructureDefinition/fr-cda-sujet,StructureDefinition/fr-cda-resultats-examens-de-biologie-medicale,StructureDefinition/fr-cda-participant-corps","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAEntityCode,2.0.3-sd,draft,,CDAEntityCode,CDAEntityCode,"A value representing the specific kind of Entity the instance represents.","StructureDefinition/fr-cda-isolat-microbiologique,StructureDefinition/fr-cda-allergie-ou-hypersensibilite,StructureDefinition/fr-cda-antecedents-familiaux,StructureDefinition/fr-cda-dispositif-medical,StructureDefinition/fr-cda-rencontre,StructureDefinition/fr-cda-prelevement,StructureDefinition/fr-cda-authoring-device,StructureDefinition/fr-cda-organisme-assurance-maladie","THO (V3)"
http://hl7.org/cda/stds/core/ValueSet/CDAEntityNameUse,2.0.3-sd,draft,,CDAEntityNameUse,CDAEntityNameUse,"A set of codes advising a system or user which name in a set of names to select for a given purpose - limited to values allowed in original CDA definition","StructureDefinition/fr-cda-patient,StructureDefinition/fr-cda-name","THO (V3)"
