Fragment,Count,Time (ms),Size (bytes)
Cross.table-name-medicationadministrations,2,0,0
Cross.table-name-medicationadministrations-json,2,1,0
Cross.table-name-medicationadministrations-xml,2,2,0
Cross.table-name-medicationdispenses,2,1,0
Cross.table-name-medicationdispenses-json,2,1,0
Cross.table-name-medicationdispenses-xml,2,2,0
Cross.table-name-medicationknowledges,2,1,0
Cross.table-name-medicationknowledges-json,2,1,0
Cross.table-name-medicationknowledges-xml,2,3,0
Cross.table-name-medicationrequests,2,0,0
Cross.table-name-medicationrequests-json,2,1,0
Cross.table-name-medicationrequests-xml,2,2,0
Cross.table-name-medications,2,0,0
Cross.table-name-medications-json,2,2,0
Cross.table-name-medications-xml,2,2,0
Cross.table-name-medicationstatements,2,0,0
Cross.table-name-medicationstatements-json,2,2,0
Cross.table-name-medicationstatements-xml,2,2,0
Cross.table-name-medicinalproductdefinitions,2,0,0
Cross.table-name-medicinalproductdefinitions-json,2,0,0
Cross.table-name-medicinalproductdefinitions-xml,2,2,0
Cross.table-name-messagedefinitions,2,0,0
Cross.table-name-messagedefinitions-json,2,0,0
Cross.table-name-messagedefinitions-xml,2,2,0
Cross.table-name-messageheaders,2,0,0
Cross.table-name-messageheaders-json,2,1,0
Cross.table-name-messageheaders-xml,2,2,0
Cross.table-name-metadataresources,2,2,0
Cross.table-name-metadataresources-json,2,2,0
Cross.table-name-metadataresources-xml,2,2,0
Cross.table-name-molecularsequences,2,0,0
Cross.table-name-molecularsequences-json,2,1,0
Cross.table-name-molecularsequences-xml,2,2,0
Cross.table-name-namingsystems,2,0,0
Cross.table-name-namingsystems-json,2,1,0
Cross.table-name-namingsystems-xml,2,2,0
Cross.table-name-nutritionintakes,2,0,0
Cross.table-name-nutritionintakes-json,2,2,0
Cross.table-name-nutritionintakes-xml,2,2,0
Cross.table-name-nutritionorders,2,1,0
Cross.table-name-nutritionorders-json,2,2,0
Cross.table-name-nutritionorders-xml,2,2,0
Cross.table-name-nutritionproducts,2,0,0
Cross.table-name-nutritionproducts-json,2,1,0
Cross.table-name-nutritionproducts-xml,2,2,0
Cross.table-name-observationdefinitions,2,1,0
Cross.table-name-observationdefinitions-json,2,1,0
Cross.table-name-observationdefinitions-xml,2,2,0
Cross.table-name-observations,2,0,0
Cross.table-name-observations-json,2,0,0
Cross.table-name-observations-xml,2,2,0
Cross.table-name-operationdefinitions,2,2,0
Cross.table-name-operationdefinitions-json,2,2,0
Cross.table-name-operationdefinitions-xml,2,3,0
Cross.table-name-operationoutcomes,2,0,0
Cross.table-name-operationoutcomes-json,2,2,0
Cross.table-name-operationoutcomes-xml,2,2,0
Cross.table-name-organizationaffiliations,2,1,0
Cross.table-name-organizationaffiliations-json,2,1,0
Cross.table-name-organizationaffiliations-xml,2,3,0
Cross.table-name-organizations,2,0,0
Cross.table-name-organizations-json,2,1,0
Cross.table-name-organizations-xml,2,2,0
Cross.table-name-packagedproductdefinitions,2,0,0
Cross.table-name-packagedproductdefinitions-json,2,1,0
Cross.table-name-packagedproductdefinitions-xml,2,2,0
Cross.table-name-parameters,2,0,0
Cross.table-name-parameters-json,2,1,0
Cross.table-name-parameters-xml,2,2,0
Cross.table-name-patients,2,0,0
Cross.table-name-patients-json,2,1,0
Cross.table-name-patients-xml,2,2,0
Cross.table-name-paymentnotices,2,0,0
Cross.table-name-paymentnotices-json,2,1,0
Cross.table-name-paymentnotices-xml,2,2,0
Cross.table-name-paymentreconciliations,2,0,0
Cross.table-name-paymentreconciliations-json,2,1,0
Cross.table-name-paymentreconciliations-xml,2,2,0
Cross.table-name-people,2,1,0
Cross.table-name-people-json,2,2,0
Cross.table-name-people-xml,2,2,0
Cross.table-name-permissions,2,1,0
Cross.table-name-permissions-json,2,2,0
Cross.table-name-permissions-xml,2,2,0
Cross.table-name-plandefinitions,2,0,0
Cross.table-name-plandefinitions-json,2,1,0
Cross.table-name-plandefinitions-xml,2,2,0
Cross.table-name-practitionerroles,2,0,0
Cross.table-name-practitionerroles-json,2,0,0
Cross.table-name-practitionerroles-xml,2,2,0
Cross.table-name-practitioners,2,0,0
Cross.table-name-practitioners-json,2,0,0
Cross.table-name-practitioners-xml,2,2,0
Cross.table-name-procedures,2,1,0
Cross.table-name-procedures-json,2,2,0
Cross.table-name-procedures-xml,2,2,0
Cross.table-name-provenances,2,0,0
Cross.table-name-provenances-json,2,0,0
Cross.table-name-provenances-xml,2,2,0
Cross.table-name-questionnaireresponses,2,0,0
Cross.table-name-questionnaireresponses-json,2,0,0
Cross.table-name-questionnaireresponses-xml,2,2,0
Cross.table-name-questionnaires,2,0,0
Cross.table-name-questionnaires-json,2,0,0
Cross.table-name-questionnaires-xml,2,2,0
Cross.table-name-regulatedauthorizations,2,1,0
Cross.table-name-regulatedauthorizations-json,2,1,0
Cross.table-name-regulatedauthorizations-xml,2,2,0
Cross.table-name-relatedpeople,2,1,0
Cross.table-name-relatedpeople-json,2,2,0
Cross.table-name-relatedpeople-xml,2,2,0
Cross.table-name-requestorchestrations,2,2,0
Cross.table-name-requestorchestrations-json,2,2,0
Cross.table-name-requestorchestrations-xml,2,2,0
Cross.table-name-requirements,2,0,0
Cross.table-name-requirements-json,2,1,0
Cross.table-name-requirements-xml,2,2,0
Cross.table-name-researchstudies,2,0,0
Cross.table-name-researchstudies-json,2,1,0
Cross.table-name-researchstudies-xml,2,2,0
Cross.table-name-researchsubjects,2,0,0
Cross.table-name-researchsubjects-json,2,1,0
Cross.table-name-researchsubjects-xml,2,2,0
Cross.table-name-resources,2,0,0
Cross.table-name-resources-json,2,2,0
Cross.table-name-resources-xml,2,2,0
Cross.table-name-riskassessments,2,0,0
Cross.table-name-riskassessments-json,2,1,0
Cross.table-name-riskassessments-xml,2,2,0
Cross.table-name-schedules,2,1,0
Cross.table-name-schedules-json,2,2,0
Cross.table-name-schedules-xml,2,2,0
Cross.table-name-searchparameters,2,1,0
Cross.table-name-searchparameters-json,2,2,0
Cross.table-name-searchparameters-xml,2,2,0
Cross.table-name-servicerequests,2,0,0
Cross.table-name-servicerequests-json,2,1,0
Cross.table-name-servicerequests-xml,2,2,0
Cross.table-name-slots,2,0,0
Cross.table-name-slots-json,2,2,0
Cross.table-name-slots-xml,2,2,0
Cross.table-name-specimen,2,1,0
Cross.table-name-specimen-json,2,1,0
Cross.table-name-specimen-xml,2,2,0
Cross.table-name-specimendefinitions,2,1,0
Cross.table-name-specimendefinitions-json,2,1,0
Cross.table-name-specimendefinitions-xml,2,2,0
Cross.table-name-structuredefinitions,2,22,149162
Cross.table-name-structuredefinitions-json,2,26,151152
Cross.table-name-structuredefinitions-xml,2,29,150754
Cross.table-name-structuremaps,2,0,0
Cross.table-name-structuremaps-json,2,2,0
Cross.table-name-structuremaps-xml,2,2,0
Cross.table-name-subscriptions,2,1,0
Cross.table-name-subscriptions-json,2,1,0
Cross.table-name-subscriptions-xml,2,2,0
Cross.table-name-subscriptionstatuses,2,1,0
Cross.table-name-subscriptionstatuses-json,2,1,0
Cross.table-name-subscriptionstatuses-xml,2,2,0
Cross.table-name-subscriptiontopics,2,0,0
Cross.table-name-subscriptiontopics-json,2,2,0
Cross.table-name-subscriptiontopics-xml,2,2,0
Cross.table-name-substancedefinitions,2,0,0
Cross.table-name-substancedefinitions-json,2,2,0
Cross.table-name-substancedefinitions-xml,2,2,0
Cross.table-name-substancenucleicacids,2,0,0
Cross.table-name-substancenucleicacids-json,2,2,0
Cross.table-name-substancenucleicacids-xml,2,2,0
Cross.table-name-substancepolymers,2,0,0
Cross.table-name-substancepolymers-json,2,1,0
Cross.table-name-substancepolymers-xml,2,2,0
Cross.table-name-substanceproteins,2,1,0
Cross.table-name-substanceproteins-json,2,2,0
Cross.table-name-substanceproteins-xml,2,3,0
Cross.table-name-substancereferenceinformations,2,1,0
Cross.table-name-substancereferenceinformations-json,2,1,0
Cross.table-name-substancereferenceinformations-xml,2,2,0
Cross.table-name-substances,2,0,0
Cross.table-name-substances-json,2,1,0
Cross.table-name-substances-xml,2,2,0
Cross.table-name-substancesourcematerials,2,2,0
Cross.table-name-substancesourcematerials-json,2,2,0
Cross.table-name-substancesourcematerials-xml,2,3,0
Cross.table-name-supplydeliveries,2,0,0
Cross.table-name-supplydeliveries-json,2,1,0
Cross.table-name-supplydeliveries-xml,2,2,0
Cross.table-name-supplyrequests,2,1,0
Cross.table-name-supplyrequests-json,2,2,0
Cross.table-name-supplyrequests-xml,2,2,0
Cross.table-name-tasks,2,0,0
Cross.table-name-tasks-json,2,1,0
Cross.table-name-tasks-xml,2,2,0
Cross.table-name-terminologycapabilities,2,1,0
Cross.table-name-terminologycapabilities-json,2,1,0
Cross.table-name-terminologycapabilities-xml,2,3,0
Cross.table-name-testplans,2,1,0
Cross.table-name-testplans-json,2,1,0
Cross.table-name-testplans-xml,2,2,0
Cross.table-name-testreports,2,1,0
Cross.table-name-testreports-json,2,1,0
Cross.table-name-testreports-xml,2,2,0
Cross.table-name-testscripts,2,1,0
Cross.table-name-testscripts-json,2,1,0
Cross.table-name-testscripts-xml,2,2,0
Cross.table-name-transports,2,2,0
Cross.table-name-transports-json,2,2,0
Cross.table-name-transports-xml,2,2,0
Cross.table-name-valuesets,2,2,2650
Cross.table-name-valuesets-json,2,2,2700
Cross.table-name-valuesets-xml,2,2,2690
Cross.table-name-verificationresults,2,0,0
Cross.table-name-verificationresults-json,2,1,0
Cross.table-name-verificationresults-xml,2,2,0
Cross.table-name-visionprescriptions,2,0,0
Cross.table-name-visionprescriptions-json,2,1,0
Cross.table-name-visionprescriptions-xml,2,2,0
Cross.table-namingsystems,2,1,0
Cross.table-namingsystems-json,2,2,0
Cross.table-namingsystems-xml,2,2,0
Cross.table-nutritionintakes,2,1,0
Cross.table-nutritionintakes-json,2,2,0
Cross.table-nutritionintakes-xml,2,2,0
Cross.table-nutritionorders,2,1,0
Cross.table-nutritionorders-json,2,2,0
Cross.table-nutritionorders-xml,2,3,0
Cross.table-nutritionproducts,2,1,0
Cross.table-nutritionproducts-json,2,1,0
Cross.table-nutritionproducts-xml,2,2,0
Cross.table-observationdefinitions,2,0,0
Cross.table-observationdefinitions-json,2,2,0
Cross.table-observationdefinitions-xml,2,2,0
Cross.table-observations,2,2,0
Cross.table-observations-json,2,2,0
Cross.table-observations-xml,2,3,0
Cross.table-operationdefinitions,2,1,0
Cross.table-operationdefinitions-json,2,2,0
Cross.table-operationdefinitions-xml,2,3,0
Cross.table-operationoutcomes,2,1,0
Cross.table-operationoutcomes-json,2,2,0
Cross.table-operationoutcomes-xml,2,3,0
Cross.table-organizationaffiliations,2,0,0
Cross.table-organizationaffiliations-json,2,1,0
Cross.table-organizationaffiliations-xml,2,2,0
Cross.table-organizations,2,1,0
Cross.table-organizations-json,2,2,0
Cross.table-organizations-xml,2,2,0
Cross.table-packagedproductdefinitions,2,1,0
Cross.table-packagedproductdefinitions-json,2,1,0
Cross.table-packagedproductdefinitions-xml,2,2,0
Cross.table-parameters,2,1,0
Cross.table-parameters-json,2,1,0
Cross.table-parameters-xml,2,2,0
Cross.table-patients,2,0,0
Cross.table-patients-json,2,1,0
Cross.table-patients-xml,2,2,0
Cross.table-paymentnotices,2,0,0
Cross.table-paymentnotices-json,2,0,0
Cross.table-paymentnotices-xml,2,2,0
Cross.table-paymentreconciliations,2,1,0
Cross.table-paymentreconciliations-json,2,1,0
Cross.table-paymentreconciliations-xml,2,2,0
Cross.table-people,2,1,0
Cross.table-people-json,2,2,0
Cross.table-people-xml,2,3,0
Cross.table-permissions,2,0,0
Cross.table-permissions-json,2,2,0
Cross.table-permissions-xml,2,2,0
Cross.table-plandefinitions,2,1,0
Cross.table-plandefinitions-json,2,2,0
Cross.table-plandefinitions-xml,2,2,0
Cross.table-practitionerroles,2,0,0
Cross.table-practitionerroles-json,2,0,0
Cross.table-practitionerroles-xml,2,2,0
Cross.table-practitioners,2,2,0
Cross.table-practitioners-json,2,2,0
Cross.table-practitioners-xml,2,2,0
Cross.table-procedures,2,1,0
Cross.table-procedures-json,2,2,0
Cross.table-procedures-xml,2,3,0
Cross.table-provenances,2,1,0
Cross.table-provenances-json,2,2,0
Cross.table-provenances-xml,2,2,0
Cross.table-questionnaireresponses,2,0,0
Cross.table-questionnaireresponses-json,2,1,0
Cross.table-questionnaireresponses-xml,2,2,0
Cross.table-questionnaires,2,0,0
Cross.table-questionnaires-json,2,2,0
Cross.table-questionnaires-xml,2,2,0
Cross.table-regulatedauthorizations,2,1,0
Cross.table-regulatedauthorizations-json,2,2,0
Cross.table-regulatedauthorizations-xml,2,2,0
Cross.table-relatedpeople,2,0,0
Cross.table-relatedpeople-json,2,2,0
Cross.table-relatedpeople-xml,2,2,0
Cross.table-requestorchestrations,2,1,0
Cross.table-requestorchestrations-json,2,2,0
Cross.table-requestorchestrations-xml,2,2,0
Cross.table-requirements,2,0,0
Cross.table-requirements-json,2,1,0
Cross.table-requirements-xml,2,2,0
Cross.table-researchstudies,2,1,0
Cross.table-researchstudies-json,2,2,0
Cross.table-researchstudies-xml,2,2,0
Cross.table-researchsubjects,2,0,0
Cross.table-researchsubjects-json,2,1,0
Cross.table-researchsubjects-xml,2,2,0
Cross.table-resources,2,0,0
Cross.table-resources-json,2,2,0
Cross.table-resources-xml,2,2,0
Cross.table-riskassessments,2,2,0
Cross.table-riskassessments-json,2,2,0
Cross.table-riskassessments-xml,2,3,0
Cross.table-schedules,2,1,0
Cross.table-schedules-json,2,2,0
Cross.table-schedules-xml,2,2,0
Cross.table-searchparameters,2,0,0
Cross.table-searchparameters-json,2,1,0
Cross.table-searchparameters-xml,2,2,0
Cross.table-servicerequests,2,0,0
Cross.table-servicerequests-json,2,1,0
Cross.table-servicerequests-xml,2,2,0
Cross.table-slots,2,1,0
Cross.table-slots-json,2,1,0
Cross.table-slots-xml,2,2,0
Cross.table-specimen,2,0,0
Cross.table-specimen-json,2,2,0
Cross.table-specimen-xml,2,2,0
Cross.table-specimendefinitions,2,2,0
Cross.table-specimendefinitions-json,2,2,0
Cross.table-specimendefinitions-xml,2,3,0
Cross.table-structuredefinitions,2,28,149162
Cross.table-structuredefinitions-json,2,31,151152
Cross.table-structuredefinitions-xml,2,35,150754
Cross.table-structuremaps,2,1,0
Cross.table-structuremaps-json,2,1,0
Cross.table-structuremaps-xml,2,2,0
Cross.table-subscriptions,2,1,0
Cross.table-subscriptions-json,2,2,0
Cross.table-subscriptions-xml,2,2,0
Cross.table-subscriptionstatuses,2,0,0
Cross.table-subscriptionstatuses-json,2,2,0
Cross.table-subscriptionstatuses-xml,2,2,0
Cross.table-subscriptiontopics,2,0,0
Cross.table-subscriptiontopics-json,2,0,0
Cross.table-subscriptiontopics-xml,2,2,0
Cross.table-substancedefinitions,2,0,0
Cross.table-substancedefinitions-json,2,1,0
Cross.table-substancedefinitions-xml,2,2,0
Cross.table-substancenucleicacids,2,1,0
Cross.table-substancenucleicacids-json,2,1,0
Cross.table-substancenucleicacids-xml,2,3,0
Cross.table-substancepolymers,2,2,0
Cross.table-substancepolymers-json,2,2,0
Cross.table-substancepolymers-xml,2,2,0
Cross.table-substanceproteins,2,0,0
Cross.table-substanceproteins-json,2,1,0
Cross.table-substanceproteins-xml,2,2,0
Cross.table-substancereferenceinformations,2,1,0
Cross.table-substancereferenceinformations-json,2,2,0
Cross.table-substancereferenceinformations-xml,2,2,0
Cross.table-substances,2,0,0
Cross.table-substances-json,2,0,0
Cross.table-substances-xml,2,2,0
Cross.table-substancesourcematerials,2,0,0
Cross.table-substancesourcematerials-json,2,2,0
Cross.table-substancesourcematerials-xml,2,2,0
Cross.table-supplydeliveries,2,2,0
Cross.table-supplydeliveries-json,2,2,0
Cross.table-supplydeliveries-xml,2,2,0
Cross.table-supplyrequests,2,1,0
Cross.table-supplyrequests-json,2,2,0
Cross.table-supplyrequests-xml,2,2,0
Cross.table-tasks,2,0,0
Cross.table-tasks-json,2,1,0
Cross.table-tasks-xml,2,2,0
Cross.table-terminologycapabilities,2,2,0
Cross.table-terminologycapabilities-json,2,2,0
Cross.table-terminologycapabilities-xml,2,3,0
Cross.table-testplans,2,0,0
Cross.table-testplans-json,2,2,0
Cross.table-testplans-xml,2,2,0
Cross.table-testreports,2,0,0
Cross.table-testreports-json,2,1,0
Cross.table-testreports-xml,2,2,0
Cross.table-testscripts,2,0,0
Cross.table-testscripts-json,2,2,0
Cross.table-testscripts-xml,2,2,0
Cross.table-transports,2,1,0
Cross.table-transports-json,2,2,0
Cross.table-transports-xml,2,3,0
Cross.table-valuesets,2,2,2650
Cross.table-valuesets-json,2,3,2700
Cross.table-valuesets-xml,2,4,2690
Cross.table-verificationresults,2,0,0
Cross.table-verificationresults-json,2,0,0
Cross.table-verificationresults-xml,2,2,0
Cross.table-visionprescriptions,2,2,0
Cross.table-visionprescriptions-json,2,2,0
Cross.table-visionprescriptions-xml,2,2,0
Cross.valueset-list,2,2,3370
Cross.valueset-ref-all-list,2,63,167992
Cross.valueset-ref-list,2,185,73862
File.file,618,49,15732861
Resource.contained-index,618,0,0
Resource.history,618,3,0
Resource.html,618,981,36478752
Resource.ip-statements,618,326,1004500
Resource.json-html,618,3087,210159929
Resource.maturity,618,9,0
Resource.status,615,34,302580
Resource.ttl-html,618,4243,282682569
Resource.validate,618,44,248979
Resource.xml-html,618,3580,291190859
SQL.sql,6,24,200013
StructureDefinition.-typename,597,2,13703
StructureDefinition.adl,1194,87,0
StructureDefinition.changes,597,0,0
StructureDefinition.class-table,597,376,9273249
StructureDefinition.crumbs,597,18,118581
StructureDefinition.ctxts,597,5,5373
StructureDefinition.dict,597,3806,137036807
StructureDefinition.dict-active,597,3840,131352444
StructureDefinition.dict-diff,597,547,21868151
StructureDefinition.dict-key,597,4064,140545375
StructureDefinition.dict-ms,597,379,14167868
StructureDefinition.diff,1194,2210,62789928
StructureDefinition.diff-bindings,1194,1058,28378386
StructureDefinition.diff-obligations,2388,461,3247398
StructureDefinition.eview,1194,292,117012
StructureDefinition.example-list,597,38,0
StructureDefinition.example-list-all,597,24,27324
StructureDefinition.example-table,597,11,0
StructureDefinition.example-table-all,597,24,48312
StructureDefinition.expansion,597,471,74058
StructureDefinition.experimental-warning,597,6,184672
StructureDefinition.grid,597,351,9827662
StructureDefinition.header,597,98,505799
StructureDefinition.inv,597,22,491505
StructureDefinition.inv-diff,597,21,26523
StructureDefinition.inv-key,597,51,491505
StructureDefinition.json-schema,597,0,58506
